country,date,tests_cumulative
UnitedKingdom,2021-09-30,299736502
UnitedKingdom,2021-10-01,300675187
UnitedKingdom,2021-10-02,301397133
UnitedKingdom,2021-10-03,302451704
UnitedKingdom,2021-10-04,303487459
UnitedKingdom,2021-10-05,304411776
UnitedKingdom,2021-10-06,305545038
UnitedKingdom,2021-10-07,306620728
UnitedKingdom,2021-10-08,307596854
UnitedKingdom,2021-10-09,308335879
UnitedKingdom,2021-10-10,309337726
UnitedKingdom,2021-10-11,310375182
UnitedKingdom,2021-10-12,311316123
UnitedKingdom,2021-10-13,312222535
UnitedKingdom,2021-10-14,313527512
UnitedKingdom,2021-10-15,314492563
UnitedKingdom,2021-10-16,315255119
UnitedKingdom,2021-10-17,316271058
UnitedKingdom,2021-10-18,317294366
UnitedKingdom,2021-10-19,318239077
UnitedKingdom,2021-10-20,319388145
UnitedKingdom,2021-10-21,320509070
UnitedKingdom,2021-10-22,321468205
UnitedKingdom,2021-10-23,322206179
UnitedKingdom,2021-10-24,323023454
UnitedKingdom,2021-10-25,323939188
UnitedKingdom,2021-10-26,324785300
UnitedKingdom,2021-10-27,325738621
UnitedKingdom,2021-10-28,326700390
UnitedKingdom,2021-10-29,327591426
UnitedKingdom,2021-10-30,328302966
UnitedKingdom,2021-10-31,329290063
UnitedKingdom,2021-11-01,330280410
UnitedKingdom,2021-11-02,331201693
UnitedKingdom,2021-11-03,332263199
UnitedKingdom,2021-11-04,333275058
UnitedKingdom,2021-11-05,334157332
UnitedKingdom,2021-11-06,334836740
UnitedKingdom,2021-11-07,335748629
UnitedKingdom,2021-11-08,336750429
UnitedKingdom,2021-11-09,337652167
UnitedKingdom,2021-11-10,338714307
UnitedKingdom,2021-11-11,339786206
UnitedKingdom,2021-11-12,340663307
UnitedKingdom,2021-11-13,341362317
UnitedKingdom,2021-11-14,342309460
UnitedKingdom,2021-11-15,343305169
UnitedKingdom,2021-11-16,344162529
UnitedKingdom,2021-11-17,345391570
UnitedKingdom,2021-11-18,346449096
UnitedKingdom,2021-11-19,347361786
UnitedKingdom,2021-11-20,348108223
UnitedKingdom,2021-11-21,349219350
UnitedKingdom,2021-11-22,350278474
UnitedKingdom,2021-11-23,351270472
UnitedKingdom,2021-11-24,352398122
UnitedKingdom,2021-11-25,353539914
UnitedKingdom,2021-11-26,354472078
UnitedKingdom,2021-11-27,355229759
UnitedKingdom,2021-11-28,356281952
UnitedKingdom,2021-11-29,357378456
UnitedKingdom,2021-11-30,358436655
