country,date,tests_cumulative,tests_cumulative_corrected,new_tests_corrected,pcr_tests_cum,rapid_test_cum,pcr_test_new,rapid_test_new,pcr_tests_cum_corrected,rapid_test_cum_corrected,pcr_test_new_corrected,rapid_test_new_corrected,all_pcr_test_cum,all_rapid_test_cum,all_new_tests,all_pcr_test_new,all_rapid_test_new,source,percentage_rapid_daily
Denmark,2021-12-31,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,3150494,2194802,955692,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-01-01,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,3150494,2194802,955692,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-01-02,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,3150494,2194802,955692,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-01-03,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,166388,115915,50473,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-01-04,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,166388,115915,50473,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-01-05,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,166388,115915,50473,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-01-06,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-01-07,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-01-08,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-01-09,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-01-10,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-01-11,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-01-12,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-01-13,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-01-14,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-01-15,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-01-16,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-01-17,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-01-18,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-01-19,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-01-20,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-01-21,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-01-22,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-01-23,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-01-24,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-01-25,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-01-26,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-01-27,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-01-28,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-01-29,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-01-30,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-01-31,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-02-01,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-02-02,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-02-03,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-02-04,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-02-05,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-02-06,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-02-07,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-02-08,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-02-09,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-02-10,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-02-11,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-02-12,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-02-13,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-02-14,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-02-15,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-02-16,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-02-17,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-02-18,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-02-19,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-02-20,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-02-21,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-02-22,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-02-23,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-02-24,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-02-25,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-02-26,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-02-27,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-02-28,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-03-01,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-03-02,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-03-03,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-03-04,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-03-05,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-03-06,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-03-07,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-03-08,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-03-09,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-03-10,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-03-11,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-03-12,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-03-13,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-03-14,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-03-15,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-03-16,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-03-17,106452714,106452714,0,42419422,41979836,0,0,57673568,48779146,0,0,57673568,48779146,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.30334663530572514
Denmark,2022-03-18,126399266,126399266,19946552,65047470,61351796,22628048,19371960,68420031,57979235,10746463,9200089,68420031,57979235,2849507,1535209,1314298,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.4612370550024657
Denmark,2022-03-19,126399266,126399266,0,65047470,61351796,0,0,68420031,57979235,0,0,68420031,57979235,2849507,1535209,1314298,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.4612370550024657
Denmark,2022-03-20,126399266,126399266,0,65047470,61351796,0,0,68420031,57979235,0,0,68420031,57979235,2849507,1535209,1314298,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.4612370550024657
Denmark,2022-03-21,126399266,126399266,0,65047470,61351796,0,0,68420031,57979235,0,0,68420031,57979235,2849507,1535209,1314298,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.4612370550024657
Denmark,2022-03-22,126594468,126594468,195202,65237243,61357225,189773,5429,68609804,57984664,189773,5429,68609804,57984664,2877393,1562319,1315074,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.02781221503878034
Denmark,2022-03-23,126594468,126594468,0,65237243,61357225,0,0,68609804,57984664,0,0,68609804,57984664,2877393,1562319,1315074,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.02781221503878034
Denmark,2022-03-24,126636126,126636126,41658,65277613,61358513,40370,1288,68650174,57985952,40370,1288,68650174,57985952,2883345,1568087,1315258,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.030918431033655
Denmark,2022-03-25,126636126,126636126,0,65277613,61358513,0,0,68650174,57985952,0,0,68650174,57985952,33837,32878,960,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.030918431033655
Denmark,2022-03-26,126636126,126636126,0,65277613,61358513,0,0,68650174,57985952,0,0,68650174,57985952,33837,32878,960,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.030918431033655
Denmark,2022-03-27,126636126,126636126,0,65277613,61358513,0,0,68650174,57985952,0,0,68650174,57985952,33837,32878,960,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.030918431033655
Denmark,2022-03-28,126668057,126668057,31931,65308575,61359482,30962,969,68681136,57986921,30962,969,68681136,57986921,38399,37301,1098,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.030346685039616673
Denmark,2022-03-29,126668057,126668057,0,65308575,61359482,0,0,68681136,57986921,0,0,68681136,57986921,10513,10190,322,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.030346685039616673
Denmark,2022-03-30,126783801,126783801,115744,65419736,61364065,111161,4583,68792297,57991504,111161,4583,68792297,57991504,27048,26070,977,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.039596004976499864
Denmark,2022-03-31,126783801,126783801,0,65419736,61364065,0,0,68792297,57991504,0,0,68792297,57991504,21096,20303,793,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.039596004976499864
Denmark,2022-04-01,126783801,126783801,0,65419736,61364065,0,0,68792297,57991504,0,0,68792297,57991504,21096,20303,793,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.039596004976499864
Denmark,2022-04-02,126783801,126783801,0,65419736,61364065,0,0,68792297,57991504,0,0,68792297,57991504,21096,20303,793,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.039596004976499864
Denmark,2022-04-03,126783801,126783801,0,65419736,61364065,0,0,68792297,57991504,0,0,68792297,57991504,21096,20303,793,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.039596004976499864
Denmark,2022-04-04,126783801,126783801,0,65419736,61364065,0,0,68792297,57991504,0,0,68792297,57991504,16535,15880,655,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.039596004976499864
Denmark,2022-04-05,126879654,126879654,95853,65510073,61369581,90337,5516,68882634,57997020,90337,5516,68882634,57997020,30228,28785,1443,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.05754645133694303
Denmark,2022-04-06,126901505,126901505,21851,65530985,61370520,20912,939,68903546,57997959,20912,939,68903546,57997959,16815,15893,922,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.042972861653928884
Denmark,2022-04-07,126942420,126942420,40915,65549823,6171881,18838,-55198639,68942703,57999717,39157,1758,68942703,57999717,22660,21487,1173,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.042972861653928884
Denmark,2022-04-08,126942420,126942420,0,65569051,61373369,19228,55201488,68942703,57999717,0,0,68942703,57999717,22660,21487,1173,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.9996517973435911
Denmark,2022-04-09,126942420,126942420,0,65569051,61373369,0,0,68942703,57999717,0,0,68942703,57999717,22660,21487,1173,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.9996517973435911
Denmark,2022-04-10,126942420,126942420,0,65569051,61373369,0,0,68942703,57999717,0,0,68942703,57999717,22660,21487,1173,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.9996517973435911
Denmark,2022-04-11,126986509,126986509,44089,65609669,61376840,40618,3471,68983321,58003188,40618,3471,68983321,58003188,28958,27289,1669,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.07872712014334642
Denmark,2022-04-12,127005063,127005063,18554,65627342,61377721,17673,881,69000994,58004069,17673,881,69000994,58004069,17916,16909,1007,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.047483022528834753
Denmark,2022-04-13,127021135,127021135,16072,65642693,61378442,15351,721,69016345,58004790,15351,721,69016345,58004790,17090,16114,976,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.04486062717770035
Denmark,2022-04-14,127021135,127021135,0,65642693,61378442,0,0,69016345,58004790,0,0,69016345,58004790,11245,10520,725,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.04486062717770035
Denmark,2022-04-15,127021135,127021135,0,65642693,61378442,0,0,69016345,58004790,0,0,69016345,58004790,11245,10520,725,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.04486062717770035
Denmark,2022-04-16,127021135,127021135,0,65642693,61378442,0,0,69016345,58004790,0,0,69016345,58004790,11245,10520,725,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.04486062717770035
Denmark,2022-04-17,127021135,127021135,0,65642693,61378442,0,0,69016345,58004790,0,0,69016345,58004790,11245,10520,725,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.04486062717770035
Denmark,2022-04-18,127021135,127021135,0,65642693,61378442,0,0,69016345,58004790,0,0,69016345,58004790,4947,4718,229,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.04486062717770035
Denmark,2022-04-19,127083216,127083216,62081,65700876,61382340,58183,3898,69074528,58008688,58183,3898,69074528,58008688,11165,10505,660,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.0627889370338751
Denmark,2022-04-20,127100065,127100065,16849,65716921,61383144,16045,804,69090573,58009492,16045,804,69090573,58009492,11276,10604,672,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.04771796545789068
Denmark,2022-04-21,127114943,127114943,14878,65731212,61383731,14291,587,69104864,58010079,14291,587,69104864,58010079,13401,12646,756,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.039454227718779405
Denmark,2022-04-22,127128267,127128267,13324,65743873,61384394,12661,663,69117525,58010742,12661,663,69117525,58010742,15305,14454,850,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.04975983188231762
Denmark,2022-04-23,127128267,127128267,0,65743873,61384394,0,0,69117525,58010742,0,0,69117525,58010742,15305,14454,850,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.04975983188231762
Denmark,2022-04-24,127128267,127128267,0,65743873,61384394,0,0,69117525,58010742,0,0,69117525,58010742,15305,14454,850,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.04975983188231762
Denmark,2022-04-25,127159230,127159230,30963,65771836,61387394,27963,3000,69145488,58013742,27963,3000,69145488,58013742,19728,18449,1279,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.09688983625617673
