country,date,tests_cumulative,tests_cumulative_corrected,new_tests_corrected,pcr_tests_cum,rapid_test_cum,pcr_test_new,rapid_test_new,pcr_tests_cum_corrected,rapid_test_cum_corrected,pcr_test_new_corrected,rapid_test_new_corrected,all_pcr_test_cum,all_rapid_test_cum,all_new_tests,all_pcr_test_new,all_rapid_test_new,source,percentage_rapid_daily
Lithuania,2022-08-29,8822866,8822866,2191,6589648,2233218,413,1778,6276175,2546691,413,1778,6276175,2546691,1505,209,1295,https://e.infogram.com/57e5b447-c2ca-40da-aedb-cbf97df68a8e?parent_url=https%3A%2F%2Fosp.stat.gov.lt%2Fpraejusios-paros-covid-19-statistika&src=embed#async_embed,0.8115015974440895
Lithuania,2022-08-30,8825304,8825304,2438,6590011,2235293,363,2075,6276538,2548766,363,2075,6276538,2548766,1444,209,1235,https://e.infogram.com/57e5b447-c2ca-40da-aedb-cbf97df68a8e?parent_url=https%3A%2F%2Fosp.stat.gov.lt%2Fpraejusios-paros-covid-19-statistika&src=embed#async_embed,0.8511074651353568
Lithuania,2022-08-31,8827185,8827185,1881,6590257,2236928,246,1635,6276784,2550401,246,1635,6276784,2550401,1430,211,1219,https://e.infogram.com/57e5b447-c2ca-40da-aedb-cbf97df68a8e?parent_url=https%3A%2F%2Fosp.stat.gov.lt%2Fpraejusios-paros-covid-19-statistika&src=embed#async_embed,0.8692185007974481
Lithuania,2022-09-01,8828798,8828798,1613,6590499,2238299,242,1371,6277026,2551772,242,1371,6277026,2551772,1384,213,1171,https://e.infogram.com/57e5b447-c2ca-40da-aedb-cbf97df68a8e?parent_url=https%3A%2F%2Fosp.stat.gov.lt%2Fpraejusios-paros-covid-19-statistika&src=embed#async_embed,0.8499690018598884
Lithuania,2022-09-02,8830134,8830134,1336,6590655,2239479,156,1180,6277182,2552952,156,1180,6277182,2552952,1351,203,1148,https://e.infogram.com/57e5b447-c2ca-40da-aedb-cbf97df68a8e?parent_url=https%3A%2F%2Fosp.stat.gov.lt%2Fpraejusios-paros-covid-19-statistika&src=embed#async_embed,0.8832335329341318
Lithuania,2022-09-03,8830134,8830134,0,6590655,2239479,0,0,6277182,2552952,0,0,6277182,2552952,1351,203,1148,https://e.infogram.com/57e5b447-c2ca-40da-aedb-cbf97df68a8e?parent_url=https%3A%2F%2Fosp.stat.gov.lt%2Fpraejusios-paros-covid-19-statistika&src=embed#async_embed,0.8832335329341318
Lithuania,2022-09-04,8830134,8830134,0,6590655,2239479,0,0,6277182,2552952,0,0,6277182,2552952,1351,203,1148,https://e.infogram.com/57e5b447-c2ca-40da-aedb-cbf97df68a8e?parent_url=https%3A%2F%2Fosp.stat.gov.lt%2Fpraejusios-paros-covid-19-statistika&src=embed#async_embed,0.8832335329341318
Lithuania,2022-09-05,8832037,8832037,1903,6591050,2240987,395,1508,6277577,2554460,395,1508,6277577,2554460,1310,200,1110,https://e.infogram.com/57e5b447-c2ca-40da-aedb-cbf97df68a8e?parent_url=https%3A%2F%2Fosp.stat.gov.lt%2Fpraejusios-paros-covid-19-statistika&src=embed#async_embed,0.792433000525486
Lithuania,2022-09-06,8834670,8834670,2633,6591386,2243284,336,2297,6277913,2556757,336,2297,6277913,2556757,1338,196,1142,https://e.infogram.com/57e5b447-c2ca-40da-aedb-cbf97df68a8e?parent_url=https%3A%2F%2Fosp.stat.gov.lt%2Fpraejusios-paros-covid-19-statistika&src=embed#async_embed,0.8723889099886062
Lithuania,2022-09-07,8836774,8836774,2104,6591610,2245164,224,1880,6278137,2558637,224,1880,6278137,2558637,1370,193,1177,https://e.infogram.com/57e5b447-c2ca-40da-aedb-cbf97df68a8e?parent_url=https%3A%2F%2Fosp.stat.gov.lt%2Fpraejusios-paros-covid-19-statistika&src=embed#async_embed,0.8935361216730038
Lithuania,2022-09-08,8838573,8838573,1799,6591813,2246760,203,1596,6278340,2560233,203,1596,6278340,2560233,1396,188,1209,https://e.infogram.com/57e5b447-c2ca-40da-aedb-cbf97df68a8e?parent_url=https%3A%2F%2Fosp.stat.gov.lt%2Fpraejusios-paros-covid-19-statistika&src=embed#async_embed,0.8871595330739299
Lithuania,2022-09-09,8840321,8840321,1748,6592008,2248313,195,1553,6278535,2561786,195,1553,6278535,2561786,1455,193,1262,https://e.infogram.com/57e5b447-c2ca-40da-aedb-cbf97df68a8e?parent_url=https%3A%2F%2Fosp.stat.gov.lt%2Fpraejusios-paros-covid-19-statistika&src=embed#async_embed,0.8884439359267735
Lithuania,2022-09-10,8840321,8840321,0,6592008,2248313,0,0,6278535,2561786,0,0,6278535,2561786,1455,193,1262,https://e.infogram.com/57e5b447-c2ca-40da-aedb-cbf97df68a8e?parent_url=https%3A%2F%2Fosp.stat.gov.lt%2Fpraejusios-paros-covid-19-statistika&src=embed#async_embed,0.8884439359267735
Lithuania,2022-09-11,8840321,8840321,0,6592008,2248313,0,0,6278535,2561786,0,0,6278535,2561786,1455,193,1262,https://e.infogram.com/57e5b447-c2ca-40da-aedb-cbf97df68a8e?parent_url=https%3A%2F%2Fosp.stat.gov.lt%2Fpraejusios-paros-covid-19-statistika&src=embed#async_embed,0.8884439359267735
Lithuania,2022-09-12,8842629,8842629,2308,6592408,2250221,400,1908,6278935,2563694,400,1908,6278935,2563694,1513,194,1319,https://e.infogram.com/57e5b447-c2ca-40da-aedb-cbf97df68a8e?parent_url=https%3A%2F%2Fosp.stat.gov.lt%2Fpraejusios-paros-covid-19-statistika&src=embed#async_embed,0.8266897746967071
Lithuania,2022-09-13,8845886,8845886,3257,6592690,2253196,282,2975,6279217,2566669,282,2975,6279217,2566669,1602,186,1416,https://e.infogram.com/57e5b447-c2ca-40da-aedb-cbf97df68a8e?parent_url=https%3A%2F%2Fosp.stat.gov.lt%2Fpraejusios-paros-covid-19-statistika&src=embed#async_embed,0.9134172551427694
Lithuania,2022-09-14,8848677,8848677,2791,6592954,2255723,264,2527,6279481,2569196,264,2527,6279481,2569196,1700,192,1508,https://e.infogram.com/57e5b447-c2ca-40da-aedb-cbf97df68a8e?parent_url=https%3A%2F%2Fosp.stat.gov.lt%2Fpraejusios-paros-covid-19-statistika&src=embed#async_embed,0.9054102472232175
Lithuania,2022-09-15,8851405,8851405,2728,6593267,2258138,313,2415,6279794,2571611,313,2415,6279794,2571611,1833,208,1625,https://e.infogram.com/57e5b447-c2ca-40da-aedb-cbf97df68a8e?parent_url=https%3A%2F%2Fosp.stat.gov.lt%2Fpraejusios-paros-covid-19-statistika&src=embed#async_embed,0.8852639296187683
Lithuania,2022-09-16,8853950,8853950,2545,6593562,2260388,295,2250,6280089,2573861,295,2250,6280089,2573861,1947,222,1725,https://e.infogram.com/57e5b447-c2ca-40da-aedb-cbf97df68a8e?parent_url=https%3A%2F%2Fosp.stat.gov.lt%2Fpraejusios-paros-covid-19-statistika&src=embed#async_embed,0.8840864440078585
Lithuania,2022-09-17,8853950,8853950,0,6593562,2260388,0,0,6280089,2573861,0,0,6280089,2573861,1947,222,1725,https://e.infogram.com/57e5b447-c2ca-40da-aedb-cbf97df68a8e?parent_url=https%3A%2F%2Fosp.stat.gov.lt%2Fpraejusios-paros-covid-19-statistika&src=embed#async_embed,0.8840864440078585
Lithuania,2022-09-18,8853950,8853950,0,6593562,2260388,0,0,6280089,2573861,0,0,6280089,2573861,1947,222,1725,https://e.infogram.com/57e5b447-c2ca-40da-aedb-cbf97df68a8e?parent_url=https%3A%2F%2Fosp.stat.gov.lt%2Fpraejusios-paros-covid-19-statistika&src=embed#async_embed,0.8840864440078585
Lithuania,2022-09-19,8856984,8856984,3034,6593991,2262993,429,2605,6280518,2576466,429,2605,6280518,2576466,2051,226,1825,https://e.infogram.com/57e5b447-c2ca-40da-aedb-cbf97df68a8e?parent_url=https%3A%2F%2Fosp.stat.gov.lt%2Fpraejusios-paros-covid-19-statistika&src=embed#async_embed,0.8586025049439684
Lithuania,2022-09-20,8860691,8860691,3707,6594390,2266301,399,3308,6280917,2579774,399,3308,6280917,2579774,2115,243,1872,https://e.infogram.com/57e5b447-c2ca-40da-aedb-cbf97df68a8e?parent_url=https%3A%2F%2Fosp.stat.gov.lt%2Fpraejusios-paros-covid-19-statistika&src=embed#async_embed,0.8923657944429457
Lithuania,2022-09-21,8863984,8863984,3293,6594645,2269339,255,3038,6281172,2582812,255,3038,6281172,2582812,2187,242,1945,https://e.infogram.com/57e5b447-c2ca-40da-aedb-cbf97df68a8e?parent_url=https%3A%2F%2Fosp.stat.gov.lt%2Fpraejusios-paros-covid-19-statistika&src=embed#async_embed,0.9225630124506529
Lithuania,2022-09-22,8866722,8866722,2738,6594936,2271786,291,2447,6281463,2585259,291,2447,6281463,2585259,2188,238,1950,https://e.infogram.com/57e5b447-c2ca-40da-aedb-cbf97df68a8e?parent_url=https%3A%2F%2Fosp.stat.gov.lt%2Fpraejusios-paros-covid-19-statistika&src=embed#async_embed,0.8937180423666911
Lithuania,2022-09-23,8869191,8869191,2469,6595225,2273966,289,2180,6281752,2587439,289,2180,6281752,2587439,2177,238,1940,https://e.infogram.com/57e5b447-c2ca-40da-aedb-cbf97df68a8e?parent_url=https%3A%2F%2Fosp.stat.gov.lt%2Fpraejusios-paros-covid-19-statistika&src=embed#async_embed,0.8829485621709194
Lithuania,2022-09-24,8869191,8869191,0,6595225,2273966,0,0,6281752,2587439,0,0,6281752,2587439,2177,238,1940,https://e.infogram.com/57e5b447-c2ca-40da-aedb-cbf97df68a8e?parent_url=https%3A%2F%2Fosp.stat.gov.lt%2Fpraejusios-paros-covid-19-statistika&src=embed#async_embed,0.8829485621709194
Lithuania,2022-09-25,8869191,8869191,0,6595225,2273966,0,0,6281752,2587439,0,0,6281752,2587439,2177,238,1940,https://e.infogram.com/57e5b447-c2ca-40da-aedb-cbf97df68a8e?parent_url=https%3A%2F%2Fosp.stat.gov.lt%2Fpraejusios-paros-covid-19-statistika&src=embed#async_embed,0.8829485621709194
Lithuania,2022-09-26,8869191,8869191,0,6595225,2273966,0,0,6281752,2587439,0,0,6281752,2587439,1744,176,1568,https://e.infogram.com/57e5b447-c2ca-40da-aedb-cbf97df68a8e?parent_url=https%3A%2F%2Fosp.stat.gov.lt%2Fpraejusios-paros-covid-19-statistika&src=embed#async_embed,0.8829485621709194
Lithuania,2022-09-27,8875636,8875636,6445,6596152,2279484,927,5518,6282679,2592957,927,5518,6282679,2592957,2135,252,1883,https://e.infogram.com/57e5b447-c2ca-40da-aedb-cbf97df68a8e?parent_url=https%3A%2F%2Fosp.stat.gov.lt%2Fpraejusios-paros-covid-19-statistika&src=embed#async_embed,0.8561675717610551
Lithuania,2022-09-28,8878297,8878297,2661,6596307,2281990,155,2506,6282834,2595463,155,2506,6282834,2595463,2045,237,1807,https://e.infogram.com/57e5b447-c2ca-40da-aedb-cbf97df68a8e?parent_url=https%3A%2F%2Fosp.stat.gov.lt%2Fpraejusios-paros-covid-19-statistika&src=embed#async_embed,0.9417512213453589
Lithuania,2022-09-29,8881100,8881100,2803,6596630,2284470,323,2480,6283157,2597943,323,2480,6283157,2597943,2054,242,1812,https://e.infogram.com/57e5b447-c2ca-40da-aedb-cbf97df68a8e?parent_url=https%3A%2F%2Fosp.stat.gov.lt%2Fpraejusios-paros-covid-19-statistika&src=embed#async_embed,0.8847663217980735
Slovakia,2021-03-23,22909120,22909120,328620,2279486,20629634,10875,317745,2279486,20629634,10875,317745,2279486,20629634,NA,NA,NA,https://korona.gov.sk/,0.9669070659119956
Slovakia,2021-03-24,23128218,23128218,219098,2290864,20837354,11378,207720,2290864,20837354,11378,207720,2290864,20837354,NA,NA,NA,https://korona.gov.sk/,0.9480689006745839
Slovakia,2021-03-25,23328365,23328365,200147,2300975,21027390,10111,190036,2300975,21027390,10111,190036,2300975,21027390,NA,NA,NA,https://korona.gov.sk/,0.949482130633984
Slovakia,2021-03-26,23512736,23512736,184371,2310054,21202682,9079,175292,2310054,21202682,9079,175292,2310054,21202682,NA,NA,NA,https://korona.gov.sk/,0.9507568977767653
Slovakia,2021-03-27,23836249,23836249,323513,2322443,21513806,12389,311124,2322443,21513806,12389,311124,2322443,21513806,NA,NA,NA,https://korona.gov.sk/,0.9617047846608946
Slovakia,2021-03-28,24435035,24435035,598786,2329530,22105505,7087,591699,2329530,22105505,7087,591699,2329530,22105505,NA,NA,NA,https://korona.gov.sk/,0.9881643859408871
Slovakia,2021-03-29,24770315,24770315,335280,2331828,22438487,2298,332982,2331828,22438487,2298,332982,2331828,22438487,312831,9031,303800,https://korona.gov.sk/,0.9931460272011453
Slovakia,2021-03-30,25132752,25132752,362437,2340533,22792219,8705,353732,2340533,22792219,8705,353732,2340533,22792219,317662,8721,308941,https://korona.gov.sk/,0.975982032739483
Slovakia,2021-03-31,25378086,25378086,245334,2351940,23026146,11407,233927,2351940,23026146,11407,233927,2351940,23026146,321410,8725,312685,https://korona.gov.sk/,0.9535042024342325
Slovakia,2021-04-01,25634349,25634349,256263,2360594,23273755,8654,247609,2360594,23273755,8654,247609,2360594,23273755,329426,8517,320909,https://korona.gov.sk/,0.966230005892384
Slovakia,2021-04-02,25915186,25915186,280837,2373463,23541723,12869,267968,2373463,23541723,12869,267968,2373463,23541723,343207,9058,334149,https://korona.gov.sk/,0.954176265947863
Slovakia,2021-04-03,26096234,26096234,181048,2379759,23716475,6296,174752,2379759,23716475,6296,174752,2379759,23716475,322855,8188,314667,https://korona.gov.sk/,0.9652246917944413
Slovakia,2021-04-04,26711901,26711901,615667,2384180,24327721,4421,611246,2384180,24327721,4421,611246,2384180,24327721,325267,7807,317459,https://korona.gov.sk/,0.9928191701033189
Slovakia,2021-04-05,26926375,26926375,214474,2386011,24540364,1831,212643,2386011,24540364,1831,212643,2386011,24540364,308009,7740,300268,https://korona.gov.sk/,0.991462834655949
Slovakia,2021-04-06,27043526,27043526,117151,2389156,24654370,3145,114006,2389156,24654370,3145,114006,2389156,24654370,272968,6946,266022,https://korona.gov.sk/,0.9731543051275704
Slovakia,2021-04-07,27418747,27418747,375221,2399863,25018884,10707,364514,2399863,25018884,10707,364514,2399863,25018884,291523,6846,284677,https://korona.gov.sk/,0.971464816734671
Slovakia,2021-04-08,27641040,27641040,222293,2411744,25229296,11881,210412,2411744,25229296,11881,210412,2411744,25229296,286670,7307,279363,https://korona.gov.sk/,0.9465525230214177
Slovakia,2021-04-09,27826872,27826872,185832,2420747,25406125,9003,176829,2420747,25406125,9003,176829,2420747,25406125,273098,6755,266343,https://korona.gov.sk/,0.951553015627018
Slovakia,2021-04-10,28114203,28114203,287331,2432500,25681703,11753,275578,2432500,25681703,11753,275578,2432500,25681703,288281,7534,280747,https://korona.gov.sk/,0.9590959555356018
Slovakia,2021-04-11,28702887,28702887,588684,2439970,26262917,7470,581214,2439970,26262917,7470,581214,2439970,26262917,284427,7970,276457,https://korona.gov.sk/,0.9873106794137432
Slovakia,2021-04-12,29058959,29058959,356072,2441472,26617487,1502,354570,2441472,26617487,1502,354570,2441472,26617487,304655,7923,296732,https://korona.gov.sk/,0.9957817520052125
Slovakia,2021-04-13,29383409,29383409,324450,2449747,26933662,8275,316175,2449747,26933662,8275,316175,2449747,26933662,334269,8656,325613,https://korona.gov.sk/,0.9744952997380182
Slovakia,2021-04-14,29580364,29580364,196955,2458340,27122024,8593,188362,2458340,27122024,8593,188362,2458340,27122024,308802,8354,300449,https://korona.gov.sk/,0.9563707445863269
Slovakia,2021-04-15,29797625,29797625,217261,2465652,27331973,7312,209949,2465652,27331973,7312,209949,2465652,27331973,308084,7701,300382,https://korona.gov.sk/,0.9663446269694055
Slovakia,2021-04-16,29992550,29992550,194925,2473314,27519236,7662,187263,2473314,27519236,7662,187263,2473314,27519236,309383,7510,301873,https://korona.gov.sk/,0.9606925740669489
Slovakia,2021-04-17,30310903,30310903,318353,2486691,27824212,13377,304976,2486691,27824212,13377,304976,2486691,27824212,313814,7742,306073,https://korona.gov.sk/,0.9579806064337386
Slovakia,2021-04-18,30885802,30885802,574899,2503748,28382054,17057,557842,2503748,28382054,17057,557842,2503748,28382054,311845,9111,302734,https://korona.gov.sk/,0.9703304406513144
Slovakia,2021-04-19,31277633,31277633,391831,2505182,28772451,1434,390397,2505182,28772451,1434,390397,2505182,28772451,316953,9101,307852,https://korona.gov.sk/,0.9963402589381647
Slovakia,2021-04-20,31596512,31596512,318879,2513141,29083371,7959,310920,2513141,29083371,7959,310920,2513141,29083371,316158,9056,307101,https://korona.gov.sk/,0.9750406894151072
Slovakia,2021-04-21,31823684,31823684,227172,2520570,29303114,7429,219743,2520570,29303114,7429,219743,2520570,29303114,320474,8890,311584,https://korona.gov.sk/,0.9672979064321308
Slovakia,2021-04-22,31977104,31977104,153420,2527366,29449738,6796,146624,2527366,29449738,6796,146624,2527366,29449738,311354,8816,302538,https://korona.gov.sk/,0.9557032981358363
Slovakia,2021-04-23,32115483,32115483,138379,2533929,29581554,6563,131816,2533929,29581554,6563,131816,2533929,29581554,303276,8659,294617,https://korona.gov.sk/,0.9525722833666959
Slovakia,2021-04-24,32432957,32432957,317474,2548241,29884716,14312,303162,2548241,29884716,14312,303162,2548241,29884716,303151,8793,294358,https://korona.gov.sk/,0.9549191429849373
Slovakia,2021-04-25,32970534,32970534,537577,2578835,30391699,30594,506983,2578835,30391699,30594,506983,2578835,30391699,297819,10727,287092,https://korona.gov.sk/,0.9430890830522883
Slovakia,2021-04-26,33356097,33356097,385563,2589457,30766640,10622,374941,2589457,30766640,10622,374941,2589457,30766640,296923,12039,284884,https://korona.gov.sk/,0.972450676024411
Slovakia,2021-04-27,33687664,33687664,331567,2597742,31089922,8285,323282,2597742,31089922,8285,323282,2597742,31089922,298736,12086,286650,https://korona.gov.sk/,0.975012591723543
Slovakia,2021-04-28,33838694,33838694,151030,2605250,31233444,7508,143522,2605250,31233444,7508,143522,2605250,31233444,287859,12097,275761,https://korona.gov.sk/,0.9502880222472356
Slovakia,2021-04-29,33997566,33997566,158872,2611807,31385759,6557,152315,2611807,31385759,6557,152315,2611807,31385759,288637,12063,276574,https://korona.gov.sk/,0.958727780855028
Slovakia,2021-04-30,34163391,34163391,165825,2620819,31542572,9012,156813,2620819,31542572,9012,156813,2620819,31542572,292558,12413,280145,https://korona.gov.sk/,0.9456535504296698
Slovakia,2021-05-01,34435551,34435551,272160,2629250,31806301,8431,263729,2629250,31806301,8431,263729,2629250,31806301,286085,11573,274512,https://korona.gov.sk/,0.96902189888301
Slovakia,2021-05-02,34829241,34829241,393690,2664217,32165024,34967,358723,2664217,32165024,34967,358723,2664217,32165024,265530,12197,253332,https://korona.gov.sk/,0.9111813863699866
Slovakia,2021-05-03,35107484,35107484,278243,2676393,32431091,12176,266067,2676393,32431091,12176,266067,2676393,32431091,250198,12419,237779,https://korona.gov.sk/,0.9562396897675772
Slovakia,2021-05-04,35345283,35345283,237799,2683618,32661665,7225,230574,2683618,32661665,7225,230574,2683618,32661665,236803,12268,224535,https://korona.gov.sk/,0.9696171977174
Slovakia,2021-05-05,35484585,35484585,139302,2691638,32792947,8020,131282,2691638,32792947,8020,131282,2691638,32792947,235127,12341,222786,https://korona.gov.sk/,0.942427244404244
Slovakia,2021-05-06,35586326,35586326,101741,2697906,32888420,6268,95473,2697906,32888420,6268,95473,2697906,32888420,226966,12300,214666,https://korona.gov.sk/,0.9383925850935217
Slovakia,2021-05-07,35687155,35687155,100829,2704901,32982254,6995,93834,2704901,32982254,6995,93834,2704901,32982254,217681,12012,205669,https://korona.gov.sk/,0.9306251177736564
